"longitude","latitude","cluster"
112.636474766595,-8.15607890420744,7
112.518447954916,-8.31943146435282,7
112.393031164422,-7.84001240680427,7
112.636192324434,-7.88630713602848,7
112.729524778799,-8.02248797064182,7
112.778298301535,-8.24463264345516,7
112.534232460484,-8.10698997096955,7
